Date,Department,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
3/9/12,Board of Ethics,,7,0,0,0
3/9/12,Budget & Management,,50,0,0,0
3/9/12,Buildings,,263,0,0,0
3/9/12,Business Affairs & Consumer Protection,,180,1,0.6,580
3/9/12,Chicago Board of Education,,50469,2404,4.8,959406
3/9/12,Chicago Housing Authority,,494,12,2.4,5104
3/9/12,Chicago Park District,,3052,142,4.7,73516
3/9/12,Chicago Public Library,,835,3,0.4,2659
3/9/12,Chicago Transit Authority,,10136,1523,15,490698
3/9/12,City Clerk,,96,1,1,573
3/9/12,City Colleges of Chicago,,6910,396,5.7,265464
3/9/12,City Council,,376,21,5.6,6197
3/9/12,City Treasurer,,22,0,0,0
3/9/12,Cultural Affairs & Special Events,,61,0,0,0
3/9/12,Emergency Management & Communications,,1387,58,4.2,35572
3/9/12,Family & Support Services,,820,6,0.7,1867
3/9/12,Finance,,570,3,0.5,262
3/9/12,Fire,,4890,99,2,33541
3/9/12,Fleet & Facilities Management,,1048,22,2.1,6045
3/9/12,Housing & Economic Development,,216,1,0.5,240
3/9/12,Human Relations,,28,0,0,0
3/9/12,Human Resources,,70,0,0,0
3/9/12,Independent Police Review Authority,,88,0,0,0
3/9/12,Innovation & Technology,,85,0,0,0
3/9/12,Law,,436,3,0.7,2107
3/9/12,Mayor's Office for People with Disabilities,,29,0,0,0
3/9/12,Office of the Mayor,,72,0,0,0
3/9/12,Police,,13655,465,3.4,190186
3/2/12,Procurement Services,,59,0,0,0
3/9/12,Public Health,,806,14,1.7,4746
3/9/12,Streets & Sanitation,,2219,84,3.8,43791
3/9/12,Transportation,,1068,23,2.2,8097
3/9/12,Water Management,,1765,47,2.7,15920
3/16/12,Administrative Hearings,,38,2,5.3,404
3/16/12,Animal Care & Control,,52,1,1.9,200
3/16/12,Aviation,,1446,25,1.7,13062
3/16/12,Board of Elections,,111,0,0,0
3/16/12,Board of Ethics,,7,0,0,0
3/16/12,Budget & Management,,50,0,0,0
3/16/12,Buildings,,263,0,0,0
3/16/12,Business Affairs & Consumer Protection,,180,0,0,0
3/16/12,Chicago Board of Education,,50469,2290,4.5,919294
3/16/12,Chicago Housing Authority,,494,11,2.2,4634
3/16/12,Chicago Park District,,3052,129,4.2,70525
3/16/12,Chicago Public Library,,835,5,0.6,2659
3/16/12,Chicago Transit Authority,,10136,1450,14.3,466430
3/16/12,City Clerk,,96,1,1,573
3/16/12,City Colleges of Chicago,,6910,365,5.3,254768
3/16/12,City Council,,376,20,5.3,5305
3/16/12,City Treasurer,,22,0,0,0
3/16/12,Cultural Affairs & Special Events,,61,0,0,0
3/16/12,Emergency Management & Communications,,1387,52,3.7,30743
3/16/12,Family & Support Services,,820,7,0.9,2968
3/16/12,Finance,,570,3,0.5,262
3/16/12,Fire,,4890,84,1.7,28966
3/16/12,Fleet & Facilities Management,,1048,21,2,5625
3/16/12,Housing & Economic Development,,216,0,0,0
3/16/12,Human Relations,,28,0,0,0
3/16/12,Human Resources,,70,0,0,0
3/16/12,Independent Police Review Authority,,88,0,0,0
3/16/12,Innovation & Technology,,85,0,0,0
3/16/12,Law,,436,3,0.7,2110
3/16/12,Mayor's Office for People with Disabilities,,29,0,0,0
3/16/12,Office of the Mayor,,72,0,0,0
3/16/12,Police,,13655,448,3.3,185164
3/16/12,Procurement Services,,59,0,0,0
3/16/12,Public Health,,806,11,1.4,2963
3/16/12,Streets & Sanitation,,2219,82,3.7,41164
3/16/12,Transportation,,1068,21,2,7701
3/16/12,Water Management,,1765,39,2.2,11367
5/18/12,Administrative Hearings,,38,0,0,0
5/18/12,Animal Care & Control,,52,1,1.9,200
5/18/12,Aviation,,1446,1,0.1,1580
5/18/12,Board of Elections,,111,0,0,0
9/28/12,City Clerk,,114,0,0,0
5/18/12,Board of Ethics,,7,0,0,0
5/18/12,Budget & Management,,50,0,0,0
5/18/12,Buildings,,263,0,0,0
5/18/12,Business Affairs & Consumer Protection,,180,0,0,0
5/18/12,Chicago Board of Education,,50469,1653,3.3,607842
5/18/12,Chicago Housing Authority,,494,0,0,0
5/18/12,Chicago Park District,,3052,91,3,54145
5/18/12,Chicago Public Library,,835,2,0.2,580
5/18/12,Chicago Transit Authority,,10136,1245,12.3,392852
5/18/12,City Clerk,,96,0,0,0
5/18/12,City Colleges of Chicago,,6910,165,2.4,129983
5/18/12,City Council,,376,9,2.4,1311
5/18/12,City Treasurer,,22,0,0,0
5/18/12,Cultural Affairs & Special Events,,61,0,0,0
5/18/12,Emergency Management & Communications,,1387,19,1.4,13694
5/18/12,Family & Support Services,,820,0,0,0
5/18/12,Finance,,570,0,0,0
5/18/12,Fire,,4890,1,0,200
5/18/12,Fleet & Facilities Management,,1048,4,0.4,572
5/18/12,Housing & Economic Development,,216,0,0,0
5/18/12,Human Relations,,28,0,0,0
5/18/12,Human Resources,,70,0,0,0
5/18/12,Independent Police Review Authority,,88,0,0,0
5/18/12,Innovation & Technology,,85,0,0,0
5/18/12,Law,,436,0,0,0
5/18/12,Mayor's Office for People with Disabilities,,29,0,0,0
5/18/12,Office of the Mayor,,72,0,0,0
5/18/12,Police,,13655,251,1.8,75083
5/18/12,Procurement Services,,59,0,0,0
5/18/12,Public Health,,806,2,0.2,185
5/18/12,Streets & Sanitation,,2219,10,0.5,4338
5/18/12,Transportation,,1068,3,0.3,626
5/18/12,Water Management,,1765,8,0.5,1058
6/28/12,Administrative Hearings,,38,0,0,0
6/28/12,Animal Care & Control,,48,3,6.3,848.22
6/28/12,Aviation,,1268,52,4.1,16138.81
6/28/12,Board of Elections,,110,5,4.5,1511.24
6/28/12,Board of Ethics,,7,0,0,0
6/28/12,Budget & Management,,42,1,2.4,85.4
6/28/12,Buildings,,258,10,3.9,2511.1
6/28/12,Business Affairs & Consumer Protection,,178,10,5.6,2680.57
6/28/12,Chicago Board of Education,,49332,2644,5.4,1103617.26
6/28/12,Chicago Housing Authority,,470,17,3.6,5643.83
6/28/12,Chicago Park District,,3613,257,7.1,124371.73
6/28/12,Chicago Public Library,,850,22,2.6,6875.36
6/28/12,Chicago Transit Authority,,10083,1685,16.7,708738
6/28/12,City Clerk,,114,3,2.6,603.51
6/28/12,City Colleges of Chicago,,6490,320,4.9,197527.24
6/28/12,City Council,,379,27,7.1,6731.28
6/28/12,City Treasurer,,22,0,0,0
6/28/12,Cultural Affairs & Special Events,,61,0,0,0
6/28/12,Emergency Management & Communications,,1400,97,6.9,46925
6/28/12,Family & Support Services,,819,31,3.8,11679.3
6/28/12,Finance,,587,24,4.1,6689
6/28/12,Fire,,4873,188,3.9,79901.44
6/28/12,Fleet & Facilities Management,,1040,42,4,18749.14
6/28/12,Housing & Economic Development,,217,7,3.2,2520.18
6/28/12,Human Relations,,28,0,0,0
6/28/12,Human Resources,,72,1,1.4,400
6/28/12,Independent Police Review Authority,,86,1,1.2,400
6/28/12,Innovation & Technology,,70,0,0,0
6/28/12,Law,,441,5,1.1,1254.45
6/28/12,Mayor's Office for People with Disabilities,,29,0,0,0
6/28/12,Office of the Mayor,,72,0,0,0
6/28/12,Police,,13552,635,4.7,231296.64
6/28/12,Procurement Services,,66,1,1.5,146.4
6/28/12,Public Health,,754,38,5,12978.99
6/28/12,Streets & Sanitation,,2131,160,7.5,64018.31
6/28/12,Transportation,,1221,69,5.7,28025.21
6/28/12,Water Management,,1822,110,6,48910.01
7/27/12,Administrative Hearings,,38,0,0,0
7/27/12,Animal Care & Control,,48,2,4.2,685
7/27/12,Aviation,,1268,33,2.6,8984
7/27/12,Board of Elections,,110,0,0,0
7/27/12,Board of Ethics,,7,0,0,0
7/27/12,Budget & Management,,42,0,0,0
7/27/12,Buildings,,258,4,1.6,944
7/27/12,Business Affairs & Consumer Protection,,178,5,2.8,1255
7/27/12,Chicago Board of Education,,49332,2055,4.2,866888
7/27/12,Chicago Housing Authority,,470,10,2.1,2239
7/27/12,Chicago Park District,,3613,206,5.7,105074
7/27/12,Chicago Public Library,,850,11,1.3,4695
7/27/12,Chicago Transit Authority,,10083,1568,15.6,633500
7/27/12,City Clerk,,114,3,2.6,524
7/27/12,City Colleges of Chicago,,6490,259,4,174331
7/27/12,City Council,,379,19,5,3924
7/27/12,City Treasurer,,22,0,0,0
7/27/12,Cultural Affairs & Special Events,,61,0,0,0
7/27/12,Emergency Management & Communications,,1400,70,5,36035
7/27/12,Family & Support Services,,819,15,1.8,6760
7/27/12,Finance,,587,7,1.2,953
7/27/12,Fire,,4873,115,2.4,57543
7/27/12,Fleet & Facilities Management,,1040,28,2.7,10627
7/27/12,Housing & Economic Development,,217,2,0.9,592
7/27/12,Human Relations,,28,0,0,0
7/27/12,Human Resources,,72,1,1.4,400
7/27/12,Independent Police Review Authority,,86,1,1.2,400
7/27/12,Innovation & Technology,,70,0,0,0
7/27/12,Law,,441,2,0.5,520
7/27/12,Mayor's Office for People with Disabilities,,29,0,0,0
7/27/12,Office of the Mayor,,72,0,0,0
7/27/12,Police,,13552,469,3.5,173875
7/27/12,Procurement Services,,66,0,1.5,0
7/27/12,Public Health,,754,24,3.2,7963
7/27/12,Streets & Sanitation,,2131,98,4.6,36537
7/27/12,Transportation,,1221,38,3.1,16887
7/27/12,Water Management,,1822,61,3.3,23279
8/17/12,Administrative Hearings,,38,0,0,0
8/17/12,Animal Care & Control,,49,2,4.1,685
8/17/12,Aviation,,1214,8,0.7,1768
8/17/12,Board of Elections,,110,0,0,0
8/17/12,Board of Ethics,,7,0,0,0
8/17/12,Budget & Management,,42,0,0,0
8/17/12,Buildings,,258,1,0.4,200
8/17/12,Business Affairs & Consumer Protection,,172,1,0.6,100
8/17/12,Chicago Board of Education,,49332,1851,3.8,780333
8/17/12,Chicago Housing Authority,,470,7,1.5,2182
8/17/12,Chicago Park District,,3613,158,4.4,80315
8/17/12,Chicago Public Library,,883,6,0.7,3060
8/17/12,Chicago Transit Authority,,10083,1456,14.4,581926
8/17/12,City Clerk,,114,3,2.6,524
8/17/12,City Colleges of Chicago,,6490,212,3.3,159254
8/17/12,City Council,,433,17,3.9,3434
8/17/12,City Treasurer,,22,0,0,0
8/17/12,Cultural Affairs & Special Events,,61,0,0,0
8/17/12,Emergency Management & Communications,,1455,45,3.1,29028
8/17/12,Family & Support Services,,840,12,1.4,5849
8/17/12,Finance,,578,1,0.2,244
8/17/12,Fire,,4838,89,1.8,47091
8/17/12,Fleet & Facilities Management,,1018,18,1.8,6320
8/17/12,Housing & Economic Development,,211,1,0.5,120
8/17/12,Human Relations,,28,0,0,0
8/17/12,Human Resources,,72,1,1.4,400
8/17/12,Independent Police Review Authority,,90,1,1.1,350
8/17/12,Innovation & Technology,,70,0,0,0
8/17/12,Office of the Mayor,,72,0,0,0
8/17/12,Police,,13486,373,2.8,137306
8/17/12,Public Health,,752,12,1.6,5788
8/17/12,Streets & Sanitation,,2112,60,2.8,20395
8/17/12,Transportation,,1205,25,2.1,12105
8/17/12,Water Management,,1796,22,1.2,8852
8/24/12,Administrative Hearings,,38,0,0,0
8/24/12,Animal Care & Control,,49,2,4.1,685
8/24/12,Aviation,,1214,3,0.2,813.72
8/24/12,Board of Elections,,110,0,0,0
8/24/12,Board of Ethics,,7,0,0,0
8/24/12,Budget & Management,,42,0,0,0
8/24/12,Buildings,,258,0,0,0
8/24/12,Business Affairs & Consumer Protection,,172,1,0.6,100
8/24/12,Chicago Board of Education,,49332,1818,3.7,764567.73
8/24/12,Chicago Housing Authority,,470,7,1.5,1981.92
8/24/12,Chicago Park District,,3613,154,4.3,80067.1
8/24/12,Chicago Public Library,,883,4,0.5,1202.39
8/24/12,Chicago Transit Authority,,10083,1428,14.2,568343.06
8/24/12,City Clerk,,114,3,2.6,524
8/24/12,City Colleges of Chicago,,6490,198,3.1,153320.62
8/24/12,City Council,,433,17,3.9,3767.84
8/24/12,City Treasurer,,22,0,0,0
8/24/12,Cultural Affairs & Special Events,,61,0,0,0
8/24/12,Emergency Management & Communications,,1455,30,2.1,22659.12
8/24/12,Family & Support Services,,840,11,1.3,6143.96
8/24/12,Finance,,578,1,0.2,244
8/24/12,Fire,,4838,69,1.4,40440.77
8/24/12,Fleet & Facilities Management,,1018,6,0.6,3330.2
8/24/12,Housing & Economic Development,,211,0,0,0
8/17/12,Human Relations,,28,0,0,0
8/17/12,Human Resources,,72,0,0,0
8/24/12,Independent Police Review Authority,,90,1,1.1,350
8/24/12,Innovation & Technology,,70,0,0,0
8/24/12,Law,,437,1,0.2,400
8/24/12,Office of the Mayor,,72,0,0,0
8/24/12,Police,,13486,351,2.6,130249.49
8/24/12,Public Health,,752,10,1.3,5402.55
8/24/12,Streets & Sanitation,,2112,20,0.9,5998.03
8/24/12,Transportation,,1205,13,1.1,5947.1
8/24/12,Water Management,,1796,6,0.3,2754.52
9/7/12,Administrative Hearings,,38,0,0,0
9/7/12,Animal Care & Control,,49,0,0,0
9/7/12,Aviation,,1214,5,0.4,1634.72
9/7/12,Board of Elections,,110,0,0,0
9/7/12,Board of Ethics,,7,0,0,0
9/7/12,Budget & Management,,42,0,0,0
9/7/12,Buildings,,258,0,0,0
9/7/12,Business Affairs & Consumer Protection,,172,0,0,0
9/7/12,Chicago Board of Education,,49332,1772,3.6,748070.48
9/7/12,Chicago Housing Authority,,470,6,1.3,1307.89
9/7/12,Chicago Park District,,3613,148,4.1,76731.51
9/7/12,Chicago Public Library,,883,2,0.2,622.39
9/7/12,Chicago Transit Authority,,10083,1320,13.1,461005.28
9/7/12,City Clerk,,114,0,0,0
9/7/12,City Colleges of Chicago,,6490,188,2.9,146880.34
9/7/12,City Council,,433,15,3.5,2969.86
9/7/12,City Treasurer,,22,0,0,0
9/7/12,Cultural Affairs & Special Events,,61,0,0,0
9/7/12,Emergency Management & Communications,,1455,30,2.1,21990.35
9/7/12,Family & Support Services,,840,7,0.8,3361.65
9/7/12,Finance,,578,1,0.2,244
9/7/12,Fire,,4838,65,1.3,48400.92
9/7/12,Fleet & Facilities Management,,1018,5,0.5,3274.43
9/7/12,Housing & Economic Development,,211,0,0,0
9/7/12,Human Relations,,28,0,0,0
9/7/12,Human Resources,,72,0,0,0
9/7/12,Independent Police Review Authority,,90,1,1.1,350
9/7/12,Innovation & Technology,,70,0,0,0
9/7/12,Law,,437,1,0.2,400
9/7/12,Office of the Mayor,,72,0,0,0
9/7/12,Police,,13486,314,2.3,114877.34
9/7/12,Public Health,,752,8,1.1,4550.02
1/4/13,DOIT,,83,0,0,0
9/7/12,Streets & Sanitation,,2112,15,0.7,4446.33
9/7/12,Transportation,,1205,9,0.7,3800.56
9/7/12,Water Management,,1796,5,0.3,3548.37
9/28/12,Administrative Hearings,,38,0,0,0
9/28/12,Animal Care & Control,,49,0,0,0
9/28/12,Aviation,,1214,5,0.4,2191.4
9/28/12,Board of Elections,,110,0,0,0
9/28/12,Board of Ethics,,7,0,0,0
9/28/12,Budget & Management,,42,0,0,0
9/28/12,Buildings,,258,0,0,0
9/28/12,Business Affairs & Consumer Protection,,172,0,0,0
9/28/12,Chicago Board of Education,,49332,1680,3.4,707716.36
9/28/12,Chicago Housing Authority,,470,1,0.2,292.8
9/28/12,Chicago Park District,,3613,116,3.2,59084.98
9/28/12,Chicago Public Library,,883,1,0.1,402.39
9/28/12,Chicago Transit Authority,,10083,1132,11.2,357929.98
9/28/12,City Colleges of Chicago,,6490,180,2.8,150297.69
9/28/12,City Council,,433,3,0.7,842
9/28/12,City Treasurer,,22,0,0,0
9/28/12,Cultural Affairs & Special Events,,61,0,0,0
9/28/12,Emergency Management & Communications,,1455,31,2.1,22553.13
9/28/12,Family & Support Services,,840,2,0.2,840
9/28/12,Finance,,578,1,0.2,244
9/28/12,Fire,,4838,43,0.9,33262.51
9/28/12,Fleet & Facilities Management,,1018,5,0.5,3278.72
9/28/12,Housing & Economic Development,,211,1,0.5,385
9/28/12,Human Relations,,28,0,0,0
9/28/12,Human Resources,,72,0,0,0
9/28/12,Independent Police Review Authority,,90,2,2.2,793.23
9/28/12,Innovation & Technology,,70,0,0,0
9/28/12,Law,,437,0,0,0
9/28/12,Office of the Mayor,,72,0,0,0
9/28/12,Police,,13486,277,2.1,97892.52
9/28/12,Public Health,,752,4,0.5,3433.1
1/4/13,Finance,,578,0,0,0
9/28/12,Streets & Sanitation,,2112,5,0.2,679.6
9/28/12,Transportation,,1205,8,0.7,3220.58
9/28/12,Water Management,,1796,6,0.3,5121.72
11/2/12,Administrative Hearings,,38,1,2.6,248.23
11/2/12,Animal Care & Control,,49,3,6.1,1397.11
11/2/12,Aviation,,1214,62,5.1,19924.38
11/2/12,Board of Elections,,107,3,2.8,409.21
11/2/12,Board of Ethics,,7,0,0,0
7/26/13,LAW,LAW,437,1,0.2,105.38
11/2/12,Budget & Management,,42,0,0,0
11/2/12,Buildings,,258,9,3.5,2244.38
11/2/12,Business Affairs & Consumer Protection,,172,7,4.1,5005.11
11/2/12,Chicago Board of Education,,48025,2849,5.9,1311650.6
11/2/12,Chicago Housing Authority,,466,23,4.9,5636.38
11/2/12,Chicago Park District,,3475,230,6.6,122628.7
11/2/12,Chicago Public Library,,883,25,2.8,6756.97
11/2/12,Chicago Transit Authority,,10196,1710,16.8,730753.03
11/2/12,City Clerk,,138,4,2.9,1063.97
11/2/12,City Colleges of Chicago,,6702,364,5.4,230624.13
11/2/12,City Council,,433,19,4.4,7661.24
11/2/12,City Treasurer,,22,0,0,0
11/2/12,Cultural Affairs & Special Events,,61,0,0,0
11/2/12,Emergency Management & Communications,,1455,120,8.2,71469.3
11/2/12,Family & Support Services,,840,40,4.8,14372.44
11/2/12,Finance,,578,34,5.9,7199.34
11/2/12,Fire,,4838,219,4.5,92245.28
11/2/12,Fleet & Facilities Management,,1018,50,4.9,27023.74
11/2/12,Housing & Economic Development,,211,10,4.7,2710.52
11/2/12,Human Relations,,28,0,0,0
11/2/12,Human Resources,,67,4,6,890.18
11/2/12,Independent Police Review Authority,,90,10,11.1,2747.94
11/2/12,Innovation & Technology,,83,1,1.2,120
11/2/12,Law,,437,10,2.3,2910.5
11/2/12,Mayor's Office for People with Disabilities,,29,2,6.9,412.8
11/2/12,Office of the Mayor,,109,4,3.7,708.7
11/2/12,Police,,13486,754,5.6,310509.66
11/2/12,Public Health,,752,42,5.6,14004.03
11/2/12,Streets & Sanitation,,2112,186,8.8,73034.71
11/2/12,Transportation,,1205,78,6.5,31683.66
11/2/12,Water Management,,1796,108,6,48833.52
11/9/12,Administrative Hearings,,38,1,3,248.23
11/9/12,Animal Care & Control,,49,3,6.1,1397.11
11/9/12,Aviation,,1214,51,4.2,17052.39
11/9/12,Board of Elections,,107,3,2.8,409.21
11/9/12,Board of Ethics,,7,0,0,0
11/9/12,Budget & Management,,42,0,0,0
11/9/12,Buildings,,258,5,1.9,904.38
11/9/12,Business Affairs & Consumer Protection,,172,6,3.5,2845.11
11/9/12,Chicago Board of Education,,48025,2792,5.8,1290954
11/9/12,Chicago Housing Authority,,466,16,3.4,3246.58
11/9/12,Chicago Park District,,3475,226,6.5,121776.3
11/9/12,Chicago Public Library,,883,21,2.4,5832.22
11/9/12,Chicago Transit Authority,,10196,1704,16.7,713885.61
11/9/12,City Clerk,,138,1,0.7,183
11/9/12,City Colleges of Chicago,,6702,357,5.3,222388.38
11/9/12,City Council,,433,18,4.2,6722.74
11/9/12,City Treasurer,,22,0,0,0
11/9/12,Cultural Affairs & Special Events,,61,0,0,0
11/9/12,Emergency Management & Communications,,1455,124,8.5,75444.68
11/9/12,Family & Support Services,,840,29,3.5,7475.48
11/9/12,Finance,,578,24,4.2,5152.32
11/9/12,Fire,,4838,207,4.3,81689.74
11/9/12,Fleet & Facilities Management,,1018,47,4.6,25365.17
11/9/12,Housing & Economic Development,,211,8,3.8,1659.22
11/9/12,Human Relations,,28,0,0,0
11/9/12,Human Resources,,67,4,6,890.18
11/9/12,Independent Police Review Authority,,90,9,10,2425.94
11/9/12,Innovation & Technology,,83,0,0,0
11/9/12,Law,,437,9,2.1,2792.12
11/9/12,Mayor's Office for People with Disabilities,,29,2,6.9,412.8
11/9/12,Office of the Mayor,,109,3,2.8,588.7
11/9/12,Police,,13486,713,5.3,295342.95
11/9/12,Public Health,,752,37,4.9,12142.43
11/9/12,Streets & Sanitation,,2112,184,8.7,72515
11/9/12,Transportation,,1205,77,6.4,29661.93
11/9/12,Water Management,,1796,108,6,45782.56
11/16/12,Administrative Hearings,,38,1,3,248.23
11/16/12,Animal Care & Control,,49,3,6.1,1397.11
11/16/12,Aviation,,1214,44,3.6,15394.73
11/16/12,Board of Elections,,107,2,1.9,289.21
11/16/12,Board of Ethics,,7,0,0,0
11/16/12,Budget & Management,,42,0,0,0
11/16/12,Buildings,,258,5,1.9,904.38
11/16/12,Business Affairs & Consumer Protection,,172,5,2.9,2173.12
11/16/12,Chicago Board of Education,,48025,2605,5.4,1226527.04
11/16/12,Chicago Housing Authority,,466,11,2.4,2269.48
11/16/12,Chicago Park District,,3475,217,6.2,119084.25
11/16/12,Chicago Public Library,,883,17,1.9,5032.22
11/16/12,Chicago Transit Authority,,10196,1645,16.1,688615.25
11/16/12,City Clerk,,138,1,0.7,183
11/16/12,City Colleges of Chicago,,6702,333,5,214445.2
11/16/12,City Council,,433,18,4.2,6674.32
11/16/12,City Treasurer,,22,0,0,0
11/16/12,Cultural Affairs & Special Events,,61,0,0,0
11/16/12,Emergency Management & Communications,,1455,119,8.2,68148.1
8/24/13,LAW,LAW,433,0,0,0
11/16/12,Family & Support Services,,840,17,2,5185.63
11/16/12,Finance,,578,21,3.6,4449.49
11/16/12,Fire,,4838,181,3.7,73333.71
11/16/12,Fleet & Facilities Management,,1018,47,4.6,25371.65
11/16/12,Housing & Economic Development,,211,7,3.3,1559.22
11/16/12,Human Relations,,28,0,0,0
11/16/12,Human Resources,,67,4,6,890.18
11/16/12,Independent Police Review Authority,,90,6,6.7,2128.94
11/16/12,Innovation & Technology,,83,0,0,0
11/16/12,Law,,437,7,1.6,2446.17
11/16/12,Mayor's Office for People with Disabilities,,29,2,6.9,412.8
11/16/12,Office of the Mayor,,109,2,1.8,442.3
11/16/12,Police,,13486,656,4.9,281321.99
11/16/12,Public Health,,752,32,4.3,10929.26
11/16/12,Streets & Sanitation,,2112,170,8,68528.57
11/16/12,Transportation,,1205,70,5.8,27592.38
11/16/12,Water Management,,1796,87,4.8,39379.51
11/22/12,Administrative Hearings,,38,1,3,248.23
11/22/12,Animal Care & Control,,49,3,6.1,1397.11
11/22/12,Aviation,,1214,39,3.2,13044.18
11/22/12,Board of Elections,,107,2,1.9,289.21
11/22/12,Board of Ethics,,7,0,0,0
11/22/12,Budget & Management,,42,0,0,0
11/22/12,Buildings,,258,3,1.2,590
11/22/12,Business Affairs & Consumer Protection,,172,5,2.9,1773.12
