Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
06/07/2020,AUDI,4D,,WHI,BZ36060,IL,10300 S. Doty,(773) 568-8495,2901050
06/18/2020,PONT,4D,,GRY,CE21110,IL,701 N. Sacramento,(773) 265-7605,6988234
07/07/2020,CHEV,4D,,SIL,BU88234,IL,10300 S. Doty,(773) 785-9752,1720218
08/08/2020,HOND,2D,,RED,CE21210,IL,701 N. Sacramento,(773) 265-7605,6990215
08/05/2020,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 785-9752,1720316
06/13/2020,CHEV,4D,,GRY,BW29808,IL,10300 S. Doty,(773) 568-8495,2901209
06/23/2020,ACUR,4D,,BLK,CC49563,IL,10300 S. Doty,(773) 568-8495,2901438
08/08/2020,FORD,4D,,GRY,AQ75669,IL,701 N. Sacramento,(773) 265-7605,6990214
08/14/2020,PONT,4D,,RED,AV86605,IL,10300 S. Doty,(773) 785-9752,1720362
06/18/2020,DODG,4D,,BLU,CC12541,IL,10300 S. Doty,(773) 568-8495,2901303
07/08/2020,CHRY,4D,,GRY,K982678,IN,10300 S. Doty,(773) 568-8495,2901901
08/28/2020,MERZ,4D,,GLD,320V717,IL,10300 S. Doty,(773) 568-8495,2903659
07/15/2020,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2902119
08/19/2020,TOYT,4D,,BLK,AL95011,IL,701 N. Sacramento,(773) 265-7605,6990619
06/05/2020,FORD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2900976
08/22/2020,KIA,4D,,GRN,AG22950,IL,400 E. Lower Wacker,(312) 744-7550,0224749
08/26/2020,FORD,PK,,SIL,2755528B,IL,10300 S. Doty,(773) 568-8495,2903554
07/03/2020,CHEV,SW,,SIL,272V804,IL,10300 S. Doty,(773) 568-8495,2901713
07/22/2020,CHEV,LL,,BLU,CD20336,IL,10300 S. Doty,(773) 568-8495,2902296
07/16/2020,FORD,2D,,LBL,Z774494,IL,701 N. Sacramento,(773) 265-7605,6989113
07/20/2020,HYUN,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1720240
07/16/2020,CHEV,4D,,GRY,X190998,IL,701 N. Sacramento,(773) 265-7605,6989110
08/10/2020,FORD,PK,,WHI,,,701 N. Sacramento,(773) 265-7605,6990288
08/26/2020,HYUN,4T,,BLK,AY79529,IL,701 N. Sacramento,(773) 265-7605,6990882
08/10/2020,CHEV,4D,,GRY,RP5892,WI,400 E. Lower Wacker,(312) 744-7550,0224142
07/03/2020,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2901710
06/18/2020,CHEV,LL,,WHI,CC18459,IL,10300 S. Doty,(773) 568-8495,2901313
06/18/2020,KIA,4D,,GRY,L083108,IN,701 N. Sacramento,(773) 265-7605,6988235
06/18/2020,MITS,LL,,GRY,BF33500,IL,701 N. Sacramento,(773) 265-7605,6988237
06/18/2020,CHRY,2D,,SIL,BU86618,IL,10300 S. Doty,(773) 568-8495,2901314
07/03/2020,KIA,4D,,GRY,665BCD,CA,10300 S. Doty,(773) 568-8495,2901715
08/26/2020,HOND,4D,,WHI,Q895424,IL,701 N. Sacramento,(773) 265-7605,6990881
08/26/2020,KIA,4T,,SIL,CD20740,IL,10300 S. Doty,(773) 568-8495,2903555
08/26/2020,DODG,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2903553
06/18/2020,CHEV,VN,,MAR,V533567,IL,701 N. Sacramento,(773) 265-7605,6988238
07/03/2020,GMC,LL,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6988624
06/18/2020,TOYT,LL,,GRY,590409,IL,701 N. Sacramento,(773) 265-7605,6988239
07/16/2020,GMC,LL,,BLK,AN70575,IL,701 N. Sacramento,(773) 265-7605,6989114
07/17/2020,FORD,2D,,YEL,285871,IL,701 N. Sacramento,(773) 265-1846,1540258
08/26/2020,CHEV,4D,,BLK,BG13611,IL,701 N. Sacramento,(773) 265-7605,6990880
06/18/2020,MITS,4D,,GLD,S0402948,GA,701 N. Sacramento,(773) 265-7605,6988240
06/18/2020,AUDI,LL,,WHI,AY48510,IL,10300 S. Doty,(773) 568-8495,2901317
06/18/2020,FORD,LL,,BLK,BQ24713,IL,701 N. Sacramento,(773) 265-7605,6988241
08/26/2020,FORD,4D,,BLK,E700436,IL,701 N. Sacramento,(773) 265-7605,6990885
08/28/2020,PONT,4D,,GRY,BM90504,IL,10300 S. Doty,(773) 568-8495,2903662
08/26/2020,CHEV,4D,,SIL,BZ28977,IL,10300 S. Doty,(773) 568-8495,2903560
08/30/2020,PORS,4D,,GRY,BY78202,IL,10300 S. Doty,(773) 568-8495,2903716
08/05/2020,FORD,4D,,BLK,RAB133,NM,10300 S. Doty,(773) 568-8495,2902807
07/18/2020,CHRY,2D,,BLK,Q368883,IL,701 N. Sacramento,(773) 265-7605,6989226
07/08/2020,CHEV,LL,TK,BLK,CC22527,IL,10300 S. Doty,(773) 568-8495,2901893
06/13/2020,CHEV,4D,,GRY,BK53987,IL,701 N. Sacramento,(773) 265-7605,6988139
06/27/2020,CHEV,VN,,WHI,460RJE,IN,10300 S. Doty,(773) 568-8495,2901534
07/20/2020,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2902241
08/06/2020,PONT,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6990111
06/05/2020,INFI,4D,,BLK,AM71847,IL,701 N. Sacramento,(773) 265-7605,6987942
08/01/2020,TOYT,4D,,GRN,397352,IL,10300 S. Doty,(773) 568-8495,2902678
08/06/2020,HOND,LL,,BLK,406V701,IL,701 N. Sacramento,(773) 265-7605,6990114
06/05/2020,INFI,4D,,BLK,AM71847,IL,701 N. Sacramento,(773) 265-7605,6987942
08/14/2020,NISS,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6990428
07/20/2020,TOYT,4D,,SIL,BU75880,IL,10300 S. Doty,(773) 785-9752,1720235
07/08/2020,GMC,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6988814
07/27/2020,TANK,MC,,BLU,BX2855,IL,701 N. Sacramento,(773) 265-1846,1540307
06/05/2020,TOYT,4D,,SIL,139881,IL,701 N. Sacramento,(773) 265-7605,6987939
06/17/2020,MAZD,4D,,RED,BU76901,IL,10300 S. Doty,(773) 785-9752,1720205
07/27/2020,TOYT,4D,,TAN,BB12430,IL,10300 S. Doty,(773) 568-8495,2902458
07/11/2020,DODG,LL,,GRY,CC48319,IL,10300 S. Doty,(773) 568-8495,2902005
06/14/2020,MAZD,4D,,COM,CC32957,IL,701 N. Sacramento,(773) 265-7605,6988141
08/17/2020,HOND,VN,,GRY,BH16779,IL,701 N. Sacramento,(773) 265-7605,6990555
08/22/2020,LEXS,4D,,WHI,421V720,IL,701 N. Sacramento,(773) 265-7605,6990762
08/12/2020,TOYT,VN,,SIL,AU50882,IL,10300 S. Doty,(773) 568-8495,2903014
07/11/2020,NISS,4D,,GRY,991U839,IL,10300 S. Doty,(773) 568-8495,2902007
07/18/2020,FORD,LL,,WHI,663206,IL,701 N. Sacramento,(773) 265-7605,6989229
06/23/2020,DODG,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6988367
06/05/2020,FORD,4D,,WHI,GHP1062,TX,701 N. Sacramento,(773) 265-7605,6987941
06/05/2020,VOLK,LL,,BLU,P502348,IL,701 N. Sacramento,(773) 265-7605,6987944
06/23/2020,CHEV,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6988369
08/14/2020,PONT,4D,,WHI,,IL,10300 S. Doty,(773) 785-9752,1720365
08/19/2020,JEEP,LL,,SIL,AZ35888,IL,10300 S. Doty,(773) 785-9752,1720376
07/08/2020,,UT,,WHI,U936609,TN,10300 S. Doty,(773) 568-8495,2901903
08/07/2020,CHEV,VN,,GRN,BE94709,IL,701 N. Sacramento,(773) 265-1846,1540401
08/26/2020,CHEV,4T,,MAR,BL97430,IL,701 N. Sacramento,(773) 265-7605,6990883
06/03/2020,HYUN,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2900906
08/11/2020,FORD,LL,,BLU,CG53153,IL,10300 S. Doty,(773) 568-8495,2902983
08/22/2020,GMC,PK,,SIL,446252D,IL,701 N. Sacramento,(773) 265-7605,6990764
06/16/2020,DODG,4D,,BLK,BX95182,IL,701 N. Sacramento,(773) 265-7605,6988189
06/05/2020,VOLK,4D,,BLK,BE30714,IL,10300 S. Doty,(773) 568-8495,2900977
06/23/2020,MINI,2D,,BLU,,,701 N. Sacramento,(773) 265-1846,1540220
08/19/2020,GMC,LL,,BLK,ADV366,IA,400 E. Lower Wacker,(312) 744-7550,0224589
09/01/2020,ACUR,4D,,BLK,BW25337,IL,701 N. Sacramento,(773) 265-7605,6991128
08/17/2020,FORD,LL,,GRY,BY53090,IL,701 N. Sacramento,(773) 265-7605,6990556
08/19/2020,HYUN,4D,,BLU,AX88949,IL,701 N. Sacramento,(773) 265-7605,6990625
08/21/2020,NISS,4D,,SIL,AP68570,IL,10300 S. Doty,(773) 785-9752,1720386
06/23/2020,HYUN,4D,,GRY,,,701 N. Sacramento,(773) 265-1846,1540219
07/27/2020,CHRY,VN,,SIL,HYH324,IA,400 E. Lower Wacker,(312) 744-7550,0223363
07/03/2020,PONT,4D,,GRY,BW95812,IL,701 N. Sacramento,(773) 265-7605,6988646
07/27/2020,VOLV,SD,,GRY,A211085,IL,701 N. Sacramento,(773) 265-1846,1540308
07/18/2020,JEEP,LL,,BLU,AD58204,IL,701 N. Sacramento,(773) 265-7605,6989227
06/23/2020,LINC,4D,,BRO,ETX6844,OH,10300 S. Doty,(773) 568-8495,2901444
07/03/2020,OLDS,LL,,RED,L287933,IL,10300 S. Doty,(773) 568-8495,2901728
06/05/2020,HOND,4D,,GRY,61569B,IN,701 N. Sacramento,(773) 265-7605,6987948
08/03/2020,CHEV,4D,,SIL,AHN1102,WI,400 E. Lower Wacker,(312) 744-7550,0223723
06/05/2020,NISS,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2900979
07/26/2020,CHEV,TT,,WHI,80402E3,TX,701 N. Sacramento,(773) 265-7605,6989619
06/05/2020,JAGU,LL,,BLK,4BV1612,MD,10300 S. Doty,(773) 568-8495,2900980
07/20/2020,CHRY,4D,,BRZ,,IL,10300 S. Doty,(773) 785-9752,1720241
07/24/2020,TOYT,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1540303
06/05/2020,MAZD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6987940
08/14/2020,DODG,LL,,BLK,OP38F8,TN,701 N. Sacramento,(773) 265-1846,1540451
07/22/2020,BUIC,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2902297
08/11/2020,BUIC,4D,,BLK,5J13W4,TN,10300 S. Doty,(773) 568-8495,2902984
08/14/2020,MITS,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2903186
08/14/2020,INFI,4D,,SIL,BZ13126,IL,10300 S. Doty,(773) 568-8495,2903185
08/22/2020,FORD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2903424
06/27/2020,LINC,4D,,WHI,AQ87484,IL,701 N. Sacramento,(773) 265-7605,6988467
08/19/2020,HOND,2D,,SIL,BF40910,IL,10300 S. Doty,(773) 568-8495,2903351
06/03/2020,MERC,4D,,SIL,BR68235,IL,10300 S. Doty,(773) 568-8495,2900921
08/19/2020,BUIC,4D,,SIL,BM99024,IL,701 N. Sacramento,(773) 265-7605,6990627
06/14/2020,MITS,4D,,BLK,BT82166,IL,10300 S. Doty,(773) 568-8495,2901213
06/18/2020,FORD,LL,,BLK,Z236198,IL,701 N. Sacramento,(773) 265-1846,1540215
06/05/2020,INFI,4D,,BLK,BC59437,IL,701 N. Sacramento,(773) 265-7605,6987943
08/22/2020,HYUN,4D,,BLK,VU43464,IL,701 N. Sacramento,(773) 265-7605,6990765
06/03/2020,INFI,4D,,GRY,BZ86589,IL,701 N. Sacramento,(773) 265-1846,1540191
06/03/2020,ACUR,2D,,WHI,9514051,IL,10300 S. Doty,(773) 568-8495,2900919
07/08/2020,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1540236
08/31/2020,INFI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2903759
08/22/2020,NISS,4D,,BLK,433V838,IL,701 N. Sacramento,(773) 265-7605,6990763
06/14/2020,HYUN,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2901212
06/08/2020,INFI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2901051
06/18/2020,KIA,4D,,GRN,2341944,IL,10300 S. Doty,(773) 568-8495,2901319
06/18/2020,FORD,LL,,RED,BH15476,IL,701 N. Sacramento,(773) 265-7605,6988243
06/14/2020,CHEV,4D,,SIL,310V709,IL,10300 S. Doty,(773) 568-8495,2901215
08/21/2020,HYUN,4D,,SIL,149041,IL,701 N. Sacramento,(773) 265-1846,1540490
06/27/2020,FORD,PK,TK,BLU,EEWR52,FL,701 N. Sacramento,(773) 265-7605,6988468
06/18/2020,HYUN,LL,,SIL,Q986444,IL,10300 S. Doty,(773) 568-8495,2901321
07/14/2020,CHEV,LL,,BLU,BH18795,IL,701 N. Sacramento,(773) 265-7605,6988996
06/18/2020,INFI,4D,,GRY,AHP5609,WI,10300 S. Doty,(773) 568-8495,2901324
08/29/2020,FORD,TR,,WHI,40789R,IL,701 N. Sacramento,(773) 265-7605,6991003
06/18/2020,CHEV,4D,,BRO,,IL,10300 S. Doty,(773) 568-8495,2901325
06/18/2020,CHEV,LL,TK,BLU,AR12202,IL,701 N. Sacramento,(773) 265-7605,6988245
07/24/2020,JEEP,LL,,BLK,770582,IL,10300 S. Doty,(773) 785-9752,1720274
06/18/2020,DODG,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2901326
07/18/2020,VOLK,SW,,BLK,BT75118,IL,701 N. Sacramento,(773) 265-7605,6989230
07/14/2020,FORD,4D,,WHI,AZ55533,IL,400 E. Lower Wacker,(312) 744-7550,0222482
06/19/2020,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2901328
07/14/2020,HOND,LL,,RED,819271,IL,701 N. Sacramento,(773) 265-7605,6989000
06/19/2020,VOLV,2D,,GRN,744628,IL,701 N. Sacramento,(773) 265-7605,6988249
06/19/2020,MAZD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6988250
06/19/2020,HOND,4D,,TAN,352V978,IL,701 N. Sacramento,(773) 265-7605,6988251
08/31/2020,HOND,LB,,GRN,,IL,10300 S. Doty,(773) 785-9752,1720430
07/18/2020,OLDS,LL,,WHI,BP18671,IL,701 N. Sacramento,(773) 265-7605,6989232
07/21/2020,CHEV,4D,,BLU,R412579,IL,10300 S. Doty,(773) 568-8495,2902257
07/21/2020,GMC,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1540277
07/21/2020,BUIC,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1540278
08/08/2020,NISS,4D,,BLK,BQ57954,IL,10300 S. Doty,(773) 568-8495,2902882
06/19/2020,HYUN,4D,,WHI,AH38077,IL,10300 S. Doty,(773) 568-8495,2901330
08/31/2020,DODG,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2903768
06/19/2020,FORD,LL,,BLU,BK79059,IL,701 N. Sacramento,(773) 265-7605,6+98825
06/18/2020,TOYT,4D,,GLD,AC37629,IL,701 N. Sacramento,(773) 265-7605,6988244
07/21/2020,DODG,PK,,GRN,2838713B,IL,10300 S. Doty,(773) 568-8495,2902258
08/25/2020,VOLK,4D,,RED,BX57174,IL,701 N. Sacramento,(773) 265-7605,6990852
06/19/2020,SATR,4D,,BLU,BE19719,IL,701 N. Sacramento,(773) 265-7605,6988258
08/25/2020,MAZD,LL,,WHI,AX55171,IL,10300 S. Doty,(773) 568-8495,2903493
08/25/2020,NISS,LL,,BGE,EWAX42,FL,10300 S. Doty,(773) 568-8495,2903496
06/23/2020,FORD,LL,,GRN,,,10300 S. Doty,(773) 568-8495,2901445
06/23/2020,CHEV,LL,,SIL,AY13135,IL,701 N. Sacramento,(773) 265-1846,1540221
06/27/2020,PONT,4D,,WHI,BB25466,IL,10300 S. Doty,(773) 568-8495,2901538
07/16/2020,CHEV,LL,,TAN,BL94716,IL,701 N. Sacramento,(773) 265-7605,6989122
07/03/2020,MERC,2D,,BLK,Q940690,IL,10300 S. Doty,(773) 568-8495,2901733
08/19/2020,LEXS,LL,,BLK,L081251,IN,701 N. Sacramento,(773) 265-1846,1540471
08/11/2020,CHEV,4D,,BLU,E876032,IL,701 N. Sacramento,(773) 265-7605,6990315
08/26/2020,BUIC,4T,,TAN,AFB5092,WI,701 N. Sacramento,(773) 265-7605,6990884
06/23/2020,FORD,LL,,RED,110V365,IL,701 N. Sacramento,(773) 265-1846,1540222
08/06/2020,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2902835
06/23/2020,DODG,LL,,GRY,CA72924,IL,10300 S. Doty,(773) 568-8495,2901447
06/05/2020,PONT,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2900983
07/18/2020,TOYT,LL,,GRN,CC21584,IL,701 N. Sacramento,(773) 265-7605,6989234
06/10/2020,FORD,LL,,YEL,ZZ88924,IL,10300 S. Doty,(773) 568-8495,2901120
08/29/2020,CHEV,LL,,GRY,ZY62056,IL,701 N. Sacramento,(773) 265-7605,6990980
07/08/2020,CHEV,4D,,RED,00248538,IL,10300 S. Doty,(773) 568-8495,2901905
07/03/2020,FORD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6988648
07/16/2020,VOLK,4D,,GRY,,,10300 S. Doty,(773) 785-9752,1720227
07/07/2020,AUDI,LL,,GRY,AGF3044,WI,10300 S. Doty,(773) 568-8495,2901904
08/30/2020,CHEV,4D,,BLK,AB91903,IL,701 N. Sacramento,(773) 265-7605,6991073
08/30/2020,NISS,4D,,WHI,AQ73272,IL,701 N. Sacramento,(773) 265-7605,6991071
06/03/2020,CHRY,4D,,SIL,BN93470,IL,701 N. Sacramento,(773) 265-1846,1540194
07/20/2020,JEEP,LL,,BLU,00198733,IL,701 N. Sacramento,(773) 265-1846,1540272
06/05/2020,FORD,4D,,SIL,BZ41086,IL,10300 S. Doty,(773) 568-8495,2900982
06/23/2020,FORD,LL,,SIL,,,10300 S. Doty,(773) 785-9752,1720209
06/10/2020,DODG,4D,,COM,,IL,10300 S. Doty,(773) 568-8495,2901121
08/19/2020,NISS,LL,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1540468
07/08/2020,HOND,LL,,TAN,BA68775,IL,701 N. Sacramento,(773) 265-7605,6988822
06/23/2020,MAZD,4D,,MAR,AEW4138,WI,10300 S. Doty,(773) 785-9752,1720210
08/25/2020,,,,BGE,,IL,10300 S. Doty,(773) 785-9752,1720402
07/03/2020,PONT,4D,,BLU,373V720,IL,10300 S. Doty,(773) 568-8495,2901735
07/29/2020,CHEV,4D,,GRY,BL84012,IL,400 E. Lower Wacker,(312) 744-7550,6989713
07/24/2020,CHEV,LL,,RED,973198,IL,701 N. Sacramento,(773) 265-1846,1540304
06/27/2020,NISS,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,6988472
08/19/2020,TOYT,SD,,BLU,BA4M8J,MO,10300 S. Doty,(773) 785-9752,1720377
07/08/2020,PONT,4D,,GRY,338V768,IL,701 N. Sacramento,(773) 265-7605,6988823
06/23/2020,NISS,VN,,WHI,,,701 N. Sacramento,(773) 265-7605,6988375
07/31/2020,HYUN,4D,,BLK,7627794,IL,10300 S. Doty,(773) 568-8495,2902640
08/08/2020,FORD,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6990217
08/05/2020,MERZ,4D,,BLK,CD15738,IL,701 N. Sacramento,(773) 265-7605,6990060
06/23/2020,CHEV,4D,,GRY,CA21105,IL,10300 S. Doty,(773) 568-8495,2901452
07/24/2020,CHEV,4D,,WHI,CB30723,IL,10300 S. Doty,(773) 568-8495,2902338
08/19/2020,MERZ,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2903352
08/27/2020,BUIC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2903599
06/27/2020,TOYT,4D,,SIL,Q989542,IL,701 N. Sacramento,(773) 265-7605,6988473
08/05/2020,BUIC,LL,,WHI,AB78465,IL,701 N. Sacramento,(773) 265-7605,6990061
07/31/2020,FORD,LL,,BLU,AD50315,IL,10300 S. Doty,(773) 568-8495,2902641
07/04/2020,NISS,4D,,GRY,BT83724,IL,701 N. Sacramento,(773) 265-7605,6988650
07/29/2020,TOYT,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6989708
06/06/2020,CHEV,4D,,SIL,AS29228,IL,701 N. Sacramento,(773) 265-7605,6987955
07/29/2020,CHEV,2D,,GRY,BK15064,IL,10300 S. Doty,(773) 568-8495,2902513
06/06/2020,CHEV,4D,,SIL,BG84034,IL,701 N. Sacramento,(773) 265-7605,6987956
08/31/2020,VOLK,4D,,BLK,242V797,IL,701 N. Sacramento,(773) 265-7605,6991113
06/11/2020,NISS,4D,,GRY,BF43447,IL,10300 S. Doty,(773) 568-8495,2901128
08/31/2020,FORD,4D,,SIL,AM49532,IL,10300 S. Doty,(773) 785-9752,1720429
07/31/2020,DODG,4D,,BLK,AQ18730,IL,10300 S. Doty,(773) 568-8495,2902642
08/25/2020,BUIC,4D,,MAR,,IL,10300 S. Doty,(773) 785-9752,1720403
08/19/2020,CHEV,4D,,WHI,380RSA,IL,701 N. Sacramento,(773) 265-7605,6990632
06/06/2020,HOND,4D,,WHI,S215473,IL,701 N. Sacramento,(773) 265-7605,6987953
07/08/2020,HYUN,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6988824
08/08/2020,PONT,4D,,ONG,,,10300 S. Doty,(773) 568-8495,2902892
08/29/2020,DODG,4D,,GRY,V961600,IL,701 N. Sacramento,(773) 265-7605,6990983
07/18/2020,PONT,4D,,SIL,BK85118,IL,701 N. Sacramento,(773) 265-7605,6989237
09/01/2020,LEXS,4D,,BLK,254V672,IL,400 E. Lower Wacker,(312) 744-7550,0225317
06/23/2020,FORD,PK,,WHI,1967901B,IL,10300 S. Doty,(773) 568-8495,2901454
08/19/2020,GMC,LL,TK,YEL,2631561,IN,10300 S. Doty,(773) 568-8495,2903353
06/19/2020,FORD,LL,,BLK,BD26642,IL,10300 S. Doty,(773) 785-9752,1720207
08/01/2020,PONT,4D,,TAN,BZ26447,IL,701 N. Sacramento,(773) 265-7605,6989833
06/27/2020,HOND,LL,,BLU,BZ30973,IL,10300 S. Doty,(773) 568-8495,2901542
08/04/2020,MAZD,4D,,SIL,T414491,IL,701 N. Sacramento,(773) 265-1846,1540363
08/14/2020,CHEV,4D,,BLK,Y880697,IL,10300 S. Doty,(773) 785-9752,1720363
09/01/2020,CHEV,LL,,SIL,,,701 N. Sacramento,(773) 265-7605,6991130
06/14/2020,TOYT,4T,,BLU,BE59347,IL,10300 S. Doty,(773) 568-8495,2901219
06/11/2020,NISS,LL,,BRZ,BE22338,IL,701 N. Sacramento,(773) 265-7605,6988083
07/12/2020,JEEP,LL,,SIL,HRJ7312,OH,10300 S. Doty,(773) 568-8495,2902013
06/14/2020,CADI,4T,,SIL,BR76131,IL,701 N. Sacramento,(773) 265-7605,6988149
07/24/2020,BMW,4D,,BLK,AP28690,IL,701 N. Sacramento,(773) 265-7605,6989540
08/26/2020,JEEP,LL,,RED,AD64917,IL,10300 S. Doty,(773) 568-8495,2903561
06/19/2020,HYUN,4D,,SIL,SXYZ,IL,701 N. Sacramento,(773) 265-7605,6988260
06/03/2020,LEXS,LL,,BLK,AH47991,IL,701 N. Sacramento,(773) 265-7605,6987878
08/26/2020,DODG,VN,,SIL,BK45198,IL,10300 S. Doty,(773) 568-8495,2903562
07/12/2020,KIA,4D,,GRN,S944628,IL,10300 S. Doty,(773) 568-8495,2902012
06/06/2020,MERZ,4D,,BLK,Q683417,IL,10300 S. Doty,(773) 568-8495,2900985
09/01/2020,CHEV,LL,,WHI,CD11605,IL,701 N. Sacramento,(773) 265-7605,6991129
06/14/2020,DODG,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6988150
06/14/2020,BMW,LL,,TAN,2456482,IL,10300 S. Doty,(773) 568-8495,2901220
06/19/2020,JEEP,LL,,TAN,237RQH,IN,10300 S. Doty,(773) 568-8495,2901334
08/26/2020,CADI,LL,,RED,Z288873,IL,10300 S. Doty,(773) 568-8495,2903559
06/03/2020,TOYT,LL,,BLU,299V108,IL,701 N. Sacramento,(773) 265-1846,1540193
07/22/2020,INFI,LL,,GLD,BG18896,IL,701 N. Sacramento,(773) 265-7605,6989427
08/29/2020,HYUN,4D,,WHI,BU28967,IL,10300 S. Doty,(773) 568-8495,2903664
07/20/2020,CHEV,PK,,BLU,1731496B,IL,701 N. Sacramento,(773) 265-7605,6989277
09/01/2020,LINC,4D,,SIL,Y869065,IL,701 N. Sacramento,(773) 265-7605,6991131
06/19/2020,VOLK,4D,,RED,BE40024,IL,10300 S. Doty,(773) 785-9752,1720208
09/01/2020,CHEV,4D,,MAR,CC32060,IL,701 N. Sacramento,(773) 265-7605,6991132
07/15/2020,FORD,PK,,WHI,BN24883,IL,10300 S. Doty,(773) 568-8495,2902121
07/21/2020,CADI,4D,,BLK,S917490,IL,701 N. Sacramento,(773) 265-7605,6989351
08/29/2020,PONT,4D,,BLK,BB52750,IL,10300 S. Doty,(773) 568-8495,2903665
08/29/2020,HOND,LL,,TAN,AU19481,IL,701 N. Sacramento,(773) 265-7605,6990989
08/21/2020,HOND,LB,,GRN,BZ94024,IL,10300 S. Doty,(773) 785-9752,1720387
06/19/2020,CHEV,4D,,TAN,265V348,IL,10300 S. Doty,(773) 568-8495,2901336
08/14/2020,CHEV,4D,,GRN,A720388,IL,10300 S. Doty,(773) 568-8495,2903188
06/19/2020,PONT,2D,,WHI,BE89055,IL,10300 S. Doty,(773) 568-8495,2901338
06/19/2020,CHRY,4D,,BLK,S646467,IL,10300 S. Doty,(773) 568-8495,2901339
08/08/2020,FORD,2D,,RED,,,10300 S. Doty,(773) 568-8495,2902894
08/21/2020,CHRY,2D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1720388
07/20/2020,NISS,4D,,BLU,CF17712,IL,701 N. Sacramento,(773) 265-7605,6989280
08/18/2020,FORD,LL,,DBL,CA29061,IL,701 N. Sacramento,(773) 265-7605,6990558
08/21/2020,HOND,LL,,BLK,BW32733,IL,400 E. Lower Wacker,(312) 744-7550,0224707
08/18/2020,HYUN,4D,,MAR,AG64192,IL,701 N. Sacramento,(773) 265-7605,6990561
07/21/2020,CHEV,LL,,BLK,BU98301,IL,10300 S. Doty,(773) 785-9752,1720250
07/16/2020,CHEV,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2902143
09/01/2020,TOYT,4D,,GRN,SATNAM1,IL,400 E. Lower Wacker,(312) 744-7550,0225322
06/03/2020,TOYT,4D,,TAN,BT79748,IL,10300 S. Doty,(773) 568-8495,2900923
06/23/2020,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2901455
08/17/2020,BUIC,4D,,RED,BR71919,IL,701 N. Sacramento,(773) 265-7605,6990559
07/09/2020,NISS,4D,,DBL,,,701 N. Sacramento,(773) 265-7605,6988826
07/09/2020,SUZI,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2901909
06/14/2020,TOYT,4D,,TAN,L963255,IL,10300 S. Doty,(773) 568-8495,2901221
06/03/2020,CHRY,4D,,BLU,454TRJ,IN,10300 S. Doty,(773) 568-8495,2900922
07/30/2020,MERC,LL,,BLK,,,701 N. Sacramento,(773) 265-1846,1540329
08/08/2020,NISS,4D,,BLK,BR57495,IL,10300 S. Doty,(773) 568-8495,2902895
